id,p_label,1,2,3,4,5,6,7,8
39529,0,0.010205947,-0.017423848,0.013598006,-0.010294638,-0.015299462,-0.006399039,0.0031803101,0.0020020735
23135,0,0.0075468617,-0.013853734,0.009942185,-0.009184774,-0.012774937,-0.005264275,0.006862201,0.0020231223
27218,0,0.008487962,-0.014158998,0.010334803,-0.0085788295,-0.012967449,-0.0068505704,0.0064636543,0.0019253483
157629,0,0.0066677574,-0.015236838,0.012665376,-0.009652514,-0.010914002,-0.006537799,0.0055921786,0.0025915187
25539,0,0.008626796,-0.016234802,0.013378397,-0.00996495,-0.013051335,-0.005675871,0.003045462,0.0018157177
23335,0,0.008142913,-0.014178377,0.009865768,-0.00934438,-0.01325817,-0.005246278,0.006854959,0.0022087945
157457,0,0.0063643176,-0.01366646,0.007688351,-0.009256138,-0.012416352,-0.004373815,0.008121386,0.0010135556
39239,0,0.005551778,-0.015892074,0.013880452,-0.01083713,-0.011360146,-0.004811235,0.0026701316,0.0021632873
42396,0,0.00813885,-0.014299983,0.010317203,-0.00869365,-0.012240909,-0.0074446313,0.006981313,0.0025796061
23549,0,0.00771646,-0.014236689,0.011032511,-0.008361697,-0.011574458,-0.008507904,0.0063774884,0.003086703
157939,0,0.007916982,-0.014312459,0.010863343,-0.0077780895,-0.011686854,-0.008954715,0.0059689097,0.0031095631
158143,0,0.005422581,-0.011628408,0.0080548115,-0.009572999,-0.009298518,-0.0004889071,0.0069255233,0.0001747096
27687,0,0.0083732605,-0.01441874,0.010581266,-0.0078846365,-0.012304049,-0.008462751,0.0058765933,0.0025848085
39373,0,0.010917721,-0.013733858,0.008609494,-0.009051751,-0.015767971,0.00012591109,5.769357e-05,-0.00179546
46493,0,0.007172661,-0.014655273,0.011737334,-0.00955594,-0.012437265,-0.0065013953,0.0058742613,0.0027798582
42716,0,0.008088656,-0.015955117,0.0132593755,-0.009704843,-0.012485042,-0.00650071,0.0037967078,0.0022714268
157311,0,0.007607825,-0.012851061,0.008725567,-0.0072084293,-0.011190744,-0.006364636,0.006463185,0.0018878914
39168,0,0.008554237,-0.013482827,0.010167062,-0.009582532,-0.015055196,-0.004019063,0.006546136,0.0014229324
47289,0,0.0050540213,-0.009914436,0.008354057,-0.008952126,-0.011007516,0.002459161,0.002496153,-0.0007645469
26622,0,0.008862205,-0.01327421,0.009249553,-0.008943699,-0.014063448,-0.0036767796,0.0059370697,0.0008416325
25335,0,0.008572813,-0.015410558,0.0148280915,-0.010029539,-0.01302555,0.00077689067,-0.0051733926,-0.002876358
28096,0,0.008086845,-0.014248422,0.010320248,-0.009275915,-0.012868304,-0.006530188,0.0075088292,0.0026164837
46581,4,0.0043855216,-0.008366645,0.008909414,-0.008827457,-0.008809896,0.005934965,-0.0021145586,-0.0033844914
157670,0,0.006153713,-0.014593124,0.011823388,-0.009058122,-0.010922598,-0.0072644353,0.0058894493,0.0025682673
