id,p_label,1,2,3,4,5,6,7,8
39529,0,-0.0020173248,0.00058249384,0.0013882183,-0.0073171686,-0.007214386,0.00066280365,-0.02157291,0.0027644504
23135,0,-0.003877202,-0.00016831793,0.0019383393,-0.008240087,-0.0081986,0.0012721717,-0.019600263,0.0021531498
27218,0,-0.0023844857,-0.00023881719,0.0006574169,-0.007751072,-0.007951576,0.0006235987,-0.020746246,0.0012240438
157629,0,-0.003749365,-0.0005977992,0.0022961944,-0.01033105,-0.0058708712,0.0011428967,-0.01971078,0.0035149371
25539,0,-0.0018813666,0.0008885842,0.0018188953,-0.0059798323,-0.0065129697,0.0004695952,-0.021110063,0.002929912
23335,0,-0.003685519,0.00015689619,0.0017510913,-0.007945878,-0.008641064,0.0012990311,-0.020294983,0.0020240182
157457,0,-0.008774707,-0.0005429834,0.0040395223,-0.0131475255,-0.009189855,0.0030819774,-0.01735619,0.0021714624
39239,0,-0.0043823086,0.0002654493,0.0031163655,-0.009668088,-0.004765909,0.0015891418,-0.0176246,0.0051898863
42396,0,-0.0026240367,-0.0008901134,0.001036901,-0.009071406,-0.007426854,0.00043212622,-0.020590372,0.0017905803
23549,0,-0.0022392944,-0.0012523867,0.00046615675,-0.009942194,-0.006947629,0.00017663836,-0.020904839,0.0016617337
157939,0,-0.0025099348,-0.0010482594,0.00040484965,-0.009927992,-0.007239204,0.0003643073,-0.021472687,0.0014927564
158143,0,-0.009232346,2.3541972e-05,0.004749842,-0.009264896,-0.013196325,0.004232727,-0.016892537,0.0012593875
27687,0,-0.0023078863,-0.0012610201,-0.0003138967,-0.009746963,-0.007586822,0.00010937825,-0.02078414,0.0009580301
39373,0,-0.0034714323,0.0021439604,0.002209071,-0.0029356927,-0.010510962,0.0024199225,-0.016644854,0.0015360983
46493,0,-0.0037422013,-6.785616e-05,0.0025163032,-0.008671988,-0.006829828,0.0012176335,-0.019535923,0.003135277
42716,0,-0.0024859514,-1.9779429e-05,0.001812648,-0.008132167,-0.0058929548,0.00056393445,-0.019887337,0.003295648
21216,0,-0.0031825285,0.00046708062,0.001257766,-0.0067926645,-0.008953821,0.0013530515,-0.019256867,0.0014606239
157311,0,-0.005249543,-0.0008044094,0.0018239431,-0.009994639,-0.009427339,0.0019184127,-0.02050121,0.0009130752
39168,0,-0.0035166703,0.000233626,0.0032016225,-0.0068109967,-0.009256493,0.0016644932,-0.019643733,0.0025252998
47289,4,-0.0056447107,0.0015376545,0.0034238063,-0.0039109867,-0.011136271,0.0031434707,-0.012008429,0.0013655508
26622,0,-0.0029321294,0.0009408407,0.0014810115,-0.0057850163,-0.009412304,0.0014247745,-0.019384108,0.0013643885
25335,4,-0.0017373469,0.0031054989,0.0031019524,-0.0010824241,-0.007429816,0.0015355498,-0.015879126,0.0029001553
28096,0,-0.0032618549,-0.0004400704,0.0012103133,-0.008596424,-0.008222848,0.0008190945,-0.020714609,0.0015273048
46581,4,-0.0047613494,0.0017126352,0.0033275075,-0.0026839264,-0.011262506,0.0029973388,-0.010207377,0.0006969087
157670,0,-0.004039947,-0.0012162812,0.001380086,-0.010692233,-0.0068855286,0.00081221014,-0.019169366,0.0021071658
41063,4,-0.003589891,0.0021014474,0.0018631183,-0.0019103345,-0.012096599,0.0023518018,-0.014162507,-0.00029723812
21250,0,-0.0023520757,-0.00018841214,0.00082305446,-0.0076984614,-0.007937573,0.00057765096,-0.021140529,0.0014791973
40879,0,-0.004197458,0.0019614715,0.0024155565,-0.0029020794,-0.010713734,0.002425436,-0.013680536,0.001044184
23485,0,-0.0031120833,-0.0008732863,0.00080631673,-0.009447215,-0.0075580403,0.00039890409,-0.020493846,0.0015708078
22348,0,-0.0026512407,0.00043756515,0.001760941,-0.0072202682,-0.006697271,0.00075606257,-0.020201864,0.0028037755
157192,0,-0.0050708447,-0.00094277225,0.002567649,-0.010903052,-0.006682366,0.0013522767,-0.018276392,0.0029442003
22641,0,-0.0026800875,0.0010306388,0.0014524721,-0.0056505892,-0.008420669,0.0013160557,-0.019374434,0.0018015793
21186,0,-0.0015428755,-0.00032116845,0.00027304143,-0.0075579584,-0.007227309,0.00029407442,-0.020864869,0.001339769
27133,0,-0.0035053473,8.890405e-05,0.0015891492,-0.007636223,-0.009315103,0.001266893,-0.020590555,0.0015524104
46454,1,-0.0048130956,-0.0003611762,0.0025022551,-0.01026058,-0.005605355,0.0015049912,-0.017139632,0.0042167306
22454,0,-0.002664851,2.9595569e-05,0.0010129847,-0.0075100064,-0.0076046474,0.00081950426,-0.020153936,0.0017329762
22913,0,-0.0023346785,-0.0007321052,0.0006143302,-0.008559369,-0.007374659,0.00042431056,-0.020219069,0.0014387453
23145,0,-0.003245009,-0.00023889914,0.001458358,-0.008106446,-0.007992059,0.0010647029,-0.020093609,0.0018790597
25086,0,-0.0024048202,0.0006430112,0.002178114,-0.0068207905,-0.008850552,0.0010211244,-0.021945015,0.0022154879
23021,0,-0.0035003666,0.00045757368,0.0017906539,-0.0073452014,-0.008581318,0.00145787,-0.019599944,0.0021147262
40587,0,-0.00235972,-0.00092857145,0.00032307953,-0.009237239,-0.0069278814,0.00017059594,-0.020542037,0.0015307218
27971,4,-0.0065268967,0.0033076443,0.00019829348,0.005570719,-0.022253867,0.005486153,-0.0038146153,-0.007945102
157018,1,-0.0069995727,-0.00058430433,0.004436776,-0.0122623015,-0.0063482635,0.0018000863,-0.016904537,0.0042856736
42582,4,-0.005472306,0.0036869533,0.0014884509,0.0052659716,-0.018394008,0.004719775,-0.004566567,-0.0048188665
