id,p_label,1,2,3,4,5,6,7,8
39529,0,0.0044003855,0.013835171,-0.0016058162,0.0033570267,-0.009078685,-0.003295891,0.0001481846,-0.0030347798
23135,0,0.0030706283,0.0132531915,-0.0023447461,0.001002755,-0.00812624,-0.0007161088,0.0019770563,-0.0031786226
27218,0,0.003676232,0.01420694,-0.0028040633,0.0015223473,-0.008944396,-0.0017221756,0.0010805577,-0.0033659954
157629,0,0.0038272943,0.013562458,-0.0011315607,-2.1314248e-05,-0.008071113,-0.0017248951,0.0022882745,-0.00076545216
25539,0,0.0039860792,0.013151975,-0.0009435676,0.003740348,-0.00815649,-0.0034647547,0.00026040524,-0.002343826
23335,0,0.0032090042,0.013481675,-0.0025360435,0.0013086312,-0.008241713,-0.00079125166,0.0016239472,-0.0035658334
157457,0,0.0012004785,0.013358554,-0.0010220818,-0.0050113164,-0.007419564,0.0035233982,0.0049574375,-0.0020161942
39239,0,0.0028219465,0.0118605215,0.0007982217,0.0008134432,-0.006327972,-0.0017939694,0.002419889,-0.000462207
42396,0,0.0043438897,0.014119139,-0.0024157763,0.0003887266,-0.008694854,-0.002077423,0.0013366081,-0.0022664396
23549,0,0.0044023283,0.013621764,-0.0022125766,-0.0001300592,-0.0084887445,-0.0031605288,0.0014081821,-0.0013715085
157939,0,0.0043515014,0.014493758,-0.0029193982,-0.00048316084,-0.009047966,-0.002603311,0.0015465543,-0.0017115567
158143,0,0.00017248094,0.015158774,-0.0027738884,-0.0027592815,-0.009071209,0.005746875,0.0031816065,-0.006250797
27687,0,0.0043551773,0.01416246,-0.0030081868,0.00013161823,-0.008776311,-0.002588667,0.0013444051,-0.0021844078
39373,0,0.002774803,0.011070738,-0.0035434812,0.0040172357,-0.007834092,0.0008364469,0.00013633072,-0.007373848
46493,0,0.0033796262,0.0133361835,-0.0012717582,0.00073696673,-0.008033615,-0.0016722977,0.0019200668,-0.0017664945
42716,0,0.004070731,0.0131808985,-0.0010578297,0.001857616,-0.00791917,-0.0029060766,0.0013005659,-0.0013770498
21216,0,0.0029208213,0.012775036,-0.0032072626,0.0015236512,-0.008183967,-0.00046570227,0.0016639754,-0.0044374587
157311,0,0.002833506,0.015127426,-0.0032314286,-0.0013111345,-0.009393673,0.0006089732,0.0021166652,-0.0037596226
39168,0,0.0034103263,0.012887279,-0.0026881136,0.0012050308,-0.009473421,-0.00024431944,0.0014607757,-0.0050684633
47289,4,0.0013153497,0.00935111,-0.0030087344,0.0015814919,-0.0065859333,0.0023977421,0.002869457,-0.0058685783
26622,0,0.002834577,0.013024373,-0.0032190233,0.002146259,-0.008698545,-0.0003364645,0.001343295,-0.004952198
25335,0,0.0025720987,0.009265298,-0.0011759065,0.006434273,-0.0059016272,-0.0012747049,0.0001399368,-0.0053143096
28096,0,0.0036696,0.0142769795,-0.002726458,0.0007835552,-0.00893563,-0.0014651679,0.0015420243,-0.0029976764
46581,4,0.0006008521,0.008770393,-0.0027016327,0.0031393804,-0.006501917,0.0036121532,0.0028257817,-0.0066510905
157670,0,0.003749393,0.013453292,-0.0019140244,-0.0011008978,-0.00754679,-0.0013379455,0.0025733337,-0.0010646768
41063,4,0.0015418455,0.010281632,-0.0044161975,0.0035616476,-0.0077341273,0.0025271252,0.0013585687,-0.008020438
21250,0,0.004024447,0.014245922,-0.0028412715,0.0018608086,-0.00913905,-0.002053976,0.00079558045,-0.003527001
21625,0,0.003861363,0.013953971,-0.0024139993,0.0016666502,-0.008965056,-0.0023997985,0.0010584444,-0.0029601483
40879,0,0.0016521253,0.010060718,-0.0028627552,0.0038214847,-0.007189989,0.001477275,0.0016405769,-0.0065516485
23485,0,0.0041034073,0.013414802,-0.0025553815,0.00031656027,-0.008137953,-0.0024145506,0.0015227646,-0.0020594932
157192,0,0.0034602415,0.013069497,-0.001119744,-0.0008576941,-0.0074279197,-0.0010194033,0.0029173382,-0.0005216971
21369,0,0.0021119956,0.011703847,-0.003219813,0.0018696468,-0.00767982,0.0008968599,0.002058249,-0.0051599974
21186,0,0.0041312724,0.01397877,-0.0025654286,0.0017618835,-0.008700818,-0.0027517043,0.00082627684,-0.002731022
